UBS | USD/EUR | 1.5559 | 1.557 | 1.556 | 1.5569 | 1.5561 | 1.5568 | 1755940374329414721
MS | USD/EUR | 1.5562 | 1.5573 | 1.5563 | 1.5572 | 1.5564 | 1.5571 | 1755940375328064578
BARX | USD/EUR | 1.5555 | 1.5565 | 1.5556 | 1.5564 | 1.5555 | 1.5565 | 1755940375724331333
CITI | USD/EUR | 1.5559 | 1.5569 | 1.556 | 1.5568 | 1.5561 | 1.5567 | 1755940376077977715
UBS | USD/EUR | 1.5559 | 1.557 | 1.556 | 1.5569 | 1.5561 | 1.5568 | 1755940377506755256
JPMC | USD/EUR | 1.5562 | 1.5573 | 1.5563 | 1.5572 | 1.5564 | 1.5571 | 1755940377513070335
UBS | USD/EUR | 1.5559 | 1.557 | 1.556 | 1.5569 | 1.5561 | 1.5568 | 1755940379507478210
BARX | USD/EUR | 1.5557 | 1.5567 | 1.5558 | 1.5566 | 1.5557 | 1.5567 | 1755940379536797669
JPMC | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1755940379743272800
MS | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1755940379909810389
CITI | USD/EUR | 1.556 | 1.557 | 1.5561 | 1.5569 | 1.5562 | 1.5568 | 1755940380442812990
UBS | USD/EUR | 1.5561 | 1.5572 | 1.5562 | 1.5571 | 1.5563 | 1.557 | 1755940381155277262
JPMC | USD/EUR | 1.5563 | 1.5574 | 1.5564 | 1.5573 | 1.5565 | 1.5572 | 1755940382990772896
MS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1755940383253310424
BARX | USD/EUR | 1.5558 | 1.5568 | 1.5559 | 1.5567 | 1.5558 | 1.5568 | 1755940384270954767
JPMC | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1755940384406489131
CITI | USD/EUR | 1.5561 | 1.5571 | 1.5562 | 1.557 | 1.5563 | 1.5569 | 1755940384432993716
UBS | USD/EUR | 1.5562 | 1.5573 | 1.5563 | 1.5572 | 1.5564 | 1.5571 | 1755940385847415179
CITI | USD/EUR | 1.5561 | 1.5571 | 1.5562 | 1.557 | 1.5563 | 1.5569 | 1755940386160952526
JPMC | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1755940386175305017
MS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1755940386617655050
BARX | USD/EUR | 1.5559 | 1.5569 | 1.556 | 1.5568 | 1.5559 | 1.5569 | 1755940386683442413
CITI | USD/EUR | 1.5562 | 1.5572 | 1.5563 | 1.5571 | 1.5564 | 1.557 | 1755940387221118050
MS | USD/EUR | 1.5566 | 1.5577 | 1.5567 | 1.5576 | 1.5568 | 1.5575 | 1755940387857686820
BARX | USD/EUR | 1.556 | 1.557 | 1.5561 | 1.5569 | 1.556 | 1.557 | 1755940387981336389
UBS | USD/EUR | 1.5564 | 1.5575 | 1.5565 | 1.5574 | 1.5566 | 1.5573 | 1755940388268939615
CITI | USD/EUR | 1.5564 | 1.5574 | 1.5565 | 1.5573 | 1.5566 | 1.5572 | 1755940388571658867
BARX | USD/EUR | 1.5562 | 1.5572 | 1.5563 | 1.5571 | 1.5562 | 1.5572 | 1755940388982316565
MS | USD/EUR | 1.5566 | 1.5577 | 1.5567 | 1.5576 | 1.5568 | 1.5575 | 1755940389305915993
JPMC | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1755940390395903553
CITI | USD/EUR | 1.5565 | 1.5575 | 1.5566 | 1.5574 | 1.5567 | 1.5573 | 1755940390525566968
MS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1755940390679271178
JPMC | USD/EUR | 1.5568 | 1.5579 | 1.5569 | 1.5578 | 1.557 | 1.5577 | 1755940392101725157
BARX | USD/EUR | 1.5563 | 1.5573 | 1.5564 | 1.5572 | 1.5563 | 1.5573 | 1755940392791677351
UBS | USD/EUR | 1.5565 | 1.5576 | 1.5566 | 1.5575 | 1.5567 | 1.5574 | 1755940393182527312
JPMC | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1755940393244075227
CITI | USD/EUR | 1.5565 | 1.5575 | 1.5566 | 1.5574 | 1.5567 | 1.5573 | 1755940394852720087
MS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1755940395027825046
UBS | USD/EUR | 1.5566 | 1.5577 | 1.5567 | 1.5576 | 1.5568 | 1.5575 | 1755940395236388164
BARX | USD/EUR | 1.5563 | 1.5573 | 1.5564 | 1.5572 | 1.5563 | 1.5573 | 1755940395323078202
CITI | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5569 | 1.5575 | 1755940397319690487
UBS | USD/EUR | 1.5567 | 1.5578 | 1.5568 | 1.5577 | 1.5569 | 1.5576 | 1755940397379269333
JPMC | USD/EUR | 1.557 | 1.5581 | 1.5571 | 1.558 | 1.5572 | 1.5579 | 1755940397477735121
MS | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1755940398035967053
BARX | USD/EUR | 1.5564 | 1.5574 | 1.5565 | 1.5573 | 1.5564 | 1.5574 | 1755940399690975955
UBS | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1755940400290368198
JPMC | USD/EUR | 1.5571 | 1.5582 | 1.5572 | 1.5581 | 1.5573 | 1.558 | 1755940401166979112
MS | USD/EUR | 1.5571 | 1.5582 | 1.5572 | 1.5581 | 1.5573 | 1.558 | 1755940401858402127
CITI | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5569 | 1.5575 | 1755940401968789665
JPMC | USD/EUR | 1.5573 | 1.5584 | 1.5574 | 1.5583 | 1.5575 | 1.5582 | 1755940404448176868
UBS | USD/EUR | 1.5569 | 1.558 | 1.557 | 1.5579 | 1.5571 | 1.5578 | 1755940404557623153
BARX | USD/EUR | 1.5566 | 1.5576 | 1.5567 | 1.5575 | 1.5566 | 1.5576 | 1755940404602153661
MS | USD/EUR | 1.5572 | 1.5583 | 1.5573 | 1.5582 | 1.5574 | 1.5581 | 1755940405247717093
CITI | USD/EUR | 1.5568 | 1.5578 | 1.5569 | 1.5577 | 1.557 | 1.5576 | 1755940405822293950
UBS | USD/EUR | 1.557 | 1.5581 | 1.5571 | 1.558 | 1.5572 | 1.5579 | 1755940407409475503
JPMC | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1755940408731867162
MS | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1755940409219628090
BARX | USD/EUR | 1.5566 | 1.5576 | 1.5567 | 1.5575 | 1.5566 | 1.5576 | 1755940409281193914
CITI | USD/EUR | 1.5568 | 1.5578 | 1.5569 | 1.5577 | 1.557 | 1.5576 | 1755940409601063967
UBS | USD/EUR | 1.5571 | 1.5582 | 1.5572 | 1.5581 | 1.5573 | 1.558 | 1755940411435330557
MS | USD/EUR | 1.5576 | 1.5587 | 1.5577 | 1.5586 | 1.5578 | 1.5585 | 1755940412389746335
CITI | USD/EUR | 1.5569 | 1.5579 | 1.557 | 1.5578 | 1.5571 | 1.5577 | 1755940412944251873
JPMC | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1755940413397141528
BARX | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5567 | 1.5577 | 1755940413503718613
UBS | USD/EUR | 1.5573 | 1.5584 | 1.5574 | 1.5583 | 1.5575 | 1.5582 | 1755940414583473981
MS | USD/EUR | 1.5577 | 1.5588 | 1.5578 | 1.5587 | 1.5579 | 1.5586 | 1755940415940762464
BARX | USD/EUR | 1.5567 | 1.5577 | 1.5568 | 1.5576 | 1.5567 | 1.5577 | 1755940417069238876
CITI | USD/EUR | 1.5571 | 1.5581 | 1.5572 | 1.558 | 1.5573 | 1.5579 | 1755940417390595722
UBS | USD/EUR | 1.5574 | 1.5585 | 1.5575 | 1.5584 | 1.5576 | 1.5583 | 1755940419356464625
MS | USD/EUR | 1.5578 | 1.5589 | 1.5579 | 1.5588 | 1.558 | 1.5587 | 1755940419872872572
CITI | USD/EUR | 1.5572 | 1.5582 | 1.5573 | 1.5581 | 1.5574 | 1.558 | 1755940420251075662
BARX | USD/EUR | 1.5569 | 1.5579 | 1.557 | 1.5578 | 1.5569 | 1.5579 | 1755940421124647628
BARX | USD/EUR | 1.5569 | 1.5579 | 1.557 | 1.5578 | 1.5569 | 1.5579 | 1755940422130253509
CITI | USD/EUR | 1.5574 | 1.5584 | 1.5575 | 1.5583 | 1.5576 | 1.5582 | 1755940423142364732
MS | USD/EUR | 1.5579 | 1.559 | 1.558 | 1.5589 | 1.5581 | 1.5588 | 1755940423615398113
CITI | USD/EUR | 1.5574 | 1.5584 | 1.5575 | 1.5583 | 1.5576 | 1.5582 | 1755940424739776133
BARX | USD/EUR | 1.5571 | 1.5581 | 1.5572 | 1.558 | 1.5571 | 1.5581 | 1755940425275879406
BARX | USD/EUR | 1.5572 | 1.5582 | 1.5573 | 1.5581 | 1.5572 | 1.5582 | 1755940426317968197
